UNTR_The_002_1	UNTR_The_002_2	UNTR_The_002_3	UNTR_The_008_1	UNTR_The_008_2	UNTR_The_008_3	UNTR_The_024_1	UNTR_The_024_2	UNTR_The_024_3	UNTR_The_072_1	UNTR_The_072_2	UNTR_The_072_3
Q9UNM6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNZ2	1392.9924	129.85518	3375.2246	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNZ2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UPN3	10322.795	4012.1038	21311.84	934.1095	1459.8752	2517.648	10065.845	10712.353	11315.478	NA	NA	NA
Q9UPN3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ80	14485.213	7718.3916	16556.941	6724.3335	4872.6514	6765.618	24146.102	27246.545	28148.354	5072.663	3451.7883	4017.7559
Q9UQ80 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y224	12249.441	3135.6704	11086.804	14293.191	14662.277	29335.982	NA	NA	NA	NA	NA	NA
Q9Y224 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y230	4556.6113	2919.7207	6020.456	7585.1494	6585.0215	11027.797	4330.698	3550.8647	4209.696	5448.272	4275.1855	5379.077
Q9Y230 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y235	8142.842	2768.8843	16433.033	NA	NA	NA	11744.785	11621.076	7428.6313	NA	NA	NA
Q9Y235 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y265	7196.977	4375.4805	17892.201	7433.6045	8443.236	13960.312	6828.5	8124.1963	9300.553	13227.04	9490.486	11393.058
Q9Y265 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y277	43263.516	25457.156	82765.445	71954.664	69930.54	98921.06	41196.848	45117.543	47431.3	81694.96	73260.6	91264.93
Q9Y277 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y281	18876.574	9430.398	32349.086	34641.54	27083.027	33103.094	22814.18	23772.188	20269.504	61221.895	40538.4	60926.957
Q9Y281 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2B0	7274.876	3447.0645	12432.948	14968.954	12129.851	23372.496	NA	NA	NA	NA	NA	NA
Q9Y2B0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2D5	11436.483	2919.0437	12308.194	9429.889	5902.371	10381.762	6069.2227	7630.968	11747.14	9476.075	6611.991	7579.116
Q9Y2D5 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2J2	8402.517	5349.1367	14096.649	11268.198	8455.282	12283.21	2.0223773	119.845825	3814.504	NA	NA	NA
Q9Y2J2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2Q3	9640.865	2969.0208	19912	41799.805	28804.97	50795.855	9359.223	9555.525	6985.446	NA	NA	NA
Q9Y2Q3 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y305	2851.6973	1527.6089	6310.6953	11900.52	8815.958	15797.553	NA	NA	NA	4948.453	1632.2048	3927.453
Q9Y305 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y383	8820.61	4443.333	14932.86	16452.877	10653.434	16227.781	11460.909	11597.395	11883.569	12845.293	9609.342	11098.291
Q9Y383 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3F4	6396.9526	2390.328	7388.6836	7705.1943	5991.8804	7613.411	4520.8574	5766.8906	6326.917	3147.1064	6082.9004	3426.1582
Q9Y3F4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3I0	7464.2983	2636.9373	12378.279	15420.971	14062.811	18705.3	3793.48	4340.6733	3963.3696	NA	NA	NA
Q9Y3I0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3U8	9948.157	5697.4272	13437.486	19311.87	13810.956	18684.637	NA	NA	NA	NA	NA	NA
Q9Y3U8 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y490	39159.375	11742.889	60977.64	33389.414	39558.973	47155.605	29647.21	29035.14	40753.47	38542.465	15374.04	30026.188
Q9Y490 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4L1	1846.4133	1279.9364	1747.4741	15950.303	12454.518	24795.752	6260.0386	7430.6987	4160.447	3875.667	3665.025	3222.7256
Q9Y4L1 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4W6	5510.742	3141.5005	7856.244	8284.885	7682.0977	13554.841	7097.2036	8145.203	5541.681	5336.2383	4310.671	5709.1494
Q9Y4W6 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5L4	15945.128	6595.8477	17059.578	20255.383	13185.248	25009.73	NA	NA	NA	21198.502	14209.233	18026.92
Q9Y5L4 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y623	6823.8037	2529.572	8912.207	NA	NA	NA	367.73322	2601.4841	1660.0653	NA	NA	NA
Q9Y623 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y639	12129.012	4915.655	14689.007	15613.041	13144.479	19372.234	NA	NA	NA	16751.762	12331.385	14816.803
Q9Y639 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y678	13055.738	2228.0554	13192.479	14504.3955	11554.925	17974.021	NA	NA	NA	NA	NA	NA
Q9Y678 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y696	18093.8	6939.3306	29988.047	28960.098	25835.06	47424.086	19998.277	21605.135	20926.232	13915.195	9500.257	13246.32
Q9Y696 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6C2	1770.4822	1393.9788	6384.8555	9108.146	4811.8325	12823.48	4411.442	4767.1963	3132.7676	5049.354	3757.3125	4837.1704
Q9Y6C2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6C9	6538.078	1738.085	10293.57	5601.041	5475.8843	8784.023	NA	NA	NA	7510.339	8040.5757	9758.588
Q9Y6C9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6E0	738.6985	547.4606	3135.287	2410.6948	1836.9594	3414.5664	NA	NA	NA	NA	NA	NA
Q9Y6E0 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6E2	1699.6224	1066.7297	4466.4663	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6E2 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6M1	10129.338	4017.7144	11129.554	3170.0334	2816.5977	4940.555	8543.18	11772.426	7232.3423	11780.293	1112.9021	9924.654
Q9Y6M1 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6M9	1426.3939	344.5934	12612.302	6183.9126	5178.5693	7311.4307	NA	NA	NA	13185.21	573.9983	13052.853
Q9Y6M9 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O00330	NA	NA	NA	20076.46	16710.398	22883.059	8427.598	9469.479	6078.446	6170.162	5664.4746	6653.7085
O00330 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O00469	NA	NA	NA	6260.6294	7979.0234	12574.08	7121.1865	6606.8574	6417.9756	NA	NA	NA
O00469 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O14744	NA	NA	NA	1697.7535	1753.9594	3722.998	NA	NA	NA	NA	NA	NA
O14744 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O14880	NA	NA	NA	30191.61	21864.244	43281.555	NA	NA	NA	21049.62	15532.435	24025.28
O14880 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43181	NA	NA	NA	2168.682	2448.3853	4802.161	NA	NA	NA	NA	NA	NA
O43181 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43236	NA	NA	NA	956.35925	1854.2637	2824.7476	NA	NA	NA	NA	NA	NA
O43236 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43815	NA	NA	NA	1599.7051	967.15125	2186.7136	NA	NA	NA	7613.0483	3649.5537	6267.675
O43815 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O43920	NA	NA	NA	12667.854	7362.577	12314.885	NA	NA	NA	10987.623	6239.3394	9343.339
O43920 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O60313	NA	NA	NA	4214.8955	3165.3608	3883.8657	3299.8918	3911.2085	2663.0159	4926.7817	3242.578	3885.9348
O60313 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O60888	NA	NA	NA	23116.611	20086.26	39219.035	NA	NA	NA	NA	NA	NA
O60888 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75147	NA	NA	NA	4316.961	3135.7178	4929.279	NA	NA	NA	NA	NA	NA
O75147 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75208	NA	NA	NA	11557.795	7587.968	15272.059	NA	NA	NA	NA	NA	NA
O75208 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75367	NA	NA	NA	77172.17	90626.97	147994.66	NA	NA	NA	1057.0454	512.96985	1058.8057
O75367 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75380	NA	NA	NA	33597.08	22128.96	50862.082	13049.327	17328.09	12695.525	NA	NA	NA
O75380 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75822	NA	NA	NA	1986.3029	2370.1133	4500.2505	NA	NA	NA	NA	NA	NA
O75822 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75832	NA	NA	NA	4043.0522	4357.864	5528.2363	NA	NA	NA	NA	NA	NA
O75832 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O75923	NA	NA	NA	3810.843	4209.381	7255.8057	6038.2754	3524.5725	1533.5718	3902.1348	1850.7244	4595.2256
O75923 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O94973	NA	NA	NA	7040.7656	8583.84	13667.592	NA	NA	NA	2353.6284	1569.1788	1716.8947
O94973 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95302	NA	NA	NA	3862.6035	3581.0583	4709.6006	NA	NA	NA	NA	NA	NA
O95302 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95571	NA	NA	NA	12506.605	9377.678	14784.836	5626.959	7339.122	4833.393	7793.4097	4804.0015	5749.825
O95571 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95777	NA	NA	NA	4630.084	5923.5156	12425.865	NA	NA	NA	NA	NA	NA
O95777 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O95861	NA	NA	NA	2351.0347	1708.3892	2670.96	NA	NA	NA	1723.4998	1083.2151	1618.833
O95861 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
O96000	NA	NA	NA	20238.734	20088.996	31357.64	NA	NA	NA	21981.41	17955.277	28927.713
O96000 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P02533	NA	NA	NA	2986.984	4182.774	2269.759	NA	NA	NA	NA	NA	NA
P02533 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P02656	NA	NA	NA	15827.698	8056.497	12610.865	NA	NA	NA	NA	NA	NA
P02656 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P05204	NA	NA	NA	19076.29	14551.305	27295.373	NA	NA	NA	6602.3403	3175.2524	5943.6465
P05204 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P06730	NA	NA	NA	5354.8604	4133.6455	5569.5596	NA	NA	NA	NA	NA	NA
P06730 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P07384	NA	NA	NA	6475.8296	5855.64	7625.048	NA	NA	NA	2704.7212	1595.4032	2233.1118
P07384 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P07711	NA	NA	NA	35424.473	31222.861	53723.594	NA	NA	NA	NA	NA	NA
P07711 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P07741	NA	NA	NA	991.8963	1329.2743	10625.228	NA	NA	NA	NA	NA	NA
P07741 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P08574	NA	NA	NA	26930.55	23598.027	50344.508	10198.773	11402.541	13912.115	41941.28	14949.504	42777.14
P08574 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P08621	NA	NA	NA	4554.004	2995.3296	4316.452	1191.3445	1091.254	1476.8658	NA	NA	NA
P08621 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P08648	NA	NA	NA	2497.51	2820.196	4848.5425	NA	NA	NA	NA	NA	NA
P08648 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P08962	NA	NA	NA	1968.3113	2320.1558	5016.9727	NA	NA	NA	NA	NA	NA
P08962 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P10155	NA	NA	NA	11214.339	9535.839	15286.947	4755.5137	7139.094	8585.319	6636.252	2066.967	7230.237
P10155 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P10301	NA	NA	NA	4666.964	4041.3745	7212.9307	NA	NA	NA	NA	NA	NA
P10301 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P11217	NA	NA	NA	995.86884	NA	1090.6677	1059.5464	1558.6024	NA	NA	NA	NA
P11217 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P11233	NA	NA	NA	3446.495	2516.3848	3489.493	NA	NA	NA	3653.5095	2568.691	3543.6475
P11233 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P11277	NA	NA	NA	3984.7075	3424.426	7811.245	NA	NA	NA	NA	NA	NA
P11277 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P12694	NA	NA	NA	4583.028	2890.7124	7066.365	NA	NA	NA	NA	NA	NA
P12694 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P13611	NA	NA	NA	13842.341	12699.922	20840.535	1058.2122	1903.3901	1565.8094	NA	NA	NA
P13611 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P13987	NA	NA	NA	25136.922	21148.77	32622.824	17964.312	21048.09	14295.84	NA	NA	NA
P13987 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P15559	NA	NA	NA	1086.0442	955.881	1219.6531	NA	NA	NA	NA	NA	NA
P15559 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P16152	NA	NA	NA	5338.34	5554.3945	10955.67	1266.9203	1135.0974	3113.2625	NA	NA	NA
P16152 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P16989	NA	NA	NA	6579.0337	3917.9956	6900.1245	2756.595	3200.7026	4172.015	NA	NA	NA
P16989 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P17050	NA	NA	NA	4986.6113	3490.737	5635.289	4238.937	5118.5137	3511.379	NA	NA	NA
P17050 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P17980	NA	NA	NA	11878.168	10211.388	19866.617	4945.5786	4385.6396	9425.754	10344.705	6646.8496	7640.785
P17980 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P18859	NA	NA	NA	44372.938	30572.373	62199.92	NA	NA	NA	83399.414	89930.64	79407.59
P18859 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P20339	NA	NA	NA	27.171032	128.58713	263.27414	NA	NA	NA	NA	NA	NA
P20339 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P20810	NA	NA	NA	6865.6035	6463.9404	8847.026	NA	NA	NA	1968.0637	1642.9028	1766.2932
P20810 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P21964	NA	NA	NA	1266.0015	3805.362	10196.813	NA	NA	NA	NA	NA	NA
P21964 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P22033	NA	NA	NA	2700.7458	4322.5547	6764.9023	NA	NA	NA	4658.942	3156.787	4637.932
P22033 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P23142	NA	NA	NA	5661.9697	2324.1582	3310.497	NA	NA	NA	NA	NA	NA
P23142 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P23368	NA	NA	NA	3432.8633	3127.8608	4958.416	NA	NA	NA	4008.5806	4410.453	3996.2612
P23368 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P24666	NA	NA	NA	3571.3713	5238.5425	10380.68	4086.3345	5997.6416	5308.194	NA	NA	NA
P24666 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P24844	NA	NA	NA	20083.07	23322.055	36334.055	15527.626	17255.254	16969.13	20133.467	11327.85	16662.535
P24844 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P26006	NA	NA	NA	1823.7786	2724.9905	3909.5781	NA	NA	NA	1132.7555	2234.7947	2000.7412
P26006 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P27144	NA	NA	NA	4863.2666	3951.4001	5963.402	3206.9727	3941.5369	2005.1101	NA	NA	NA
P27144 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P30043	NA	NA	NA	5376.617	3993.1255	5625.383	NA	NA	NA	5512.543	3867.3826	5040.6973
P30043 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P30566	NA	NA	NA	5540.545	4091.7979	7346.994	NA	NA	NA	NA	NA	NA
P30566 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P32969	NA	NA	NA	3927.5308	4375.6377	8777.967	13789.356	16164.808	13187.24	NA	NA	NA
P32969 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P35268	NA	NA	NA	27219.004	21285.666	29845.572	NA	NA	NA	24016.86	20867.863	21765.385
P35268 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P35580	NA	NA	NA	11434.496	8356.721	13658.92	6563.6265	8118.573	8724.26	12865.237	9563.16	12437.393
P35580 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P36543	NA	NA	NA	746.7405	662.97095	1512.6647	214.34119	367.58435	680.4573	NA	NA	NA
P36543 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P38919	NA	NA	NA	4112.1787	3789.6165	4658.4893	NA	NA	NA	NA	NA	NA
P38919 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P41091	NA	NA	NA	7715.555	5436.488	9878.167	NA	NA	NA	NA	NA	NA
P41091 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P43487	NA	NA	NA	11173.916	8224.533	20260.84	NA	NA	NA	NA	NA	NA
P43487 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P46940	NA	NA	NA	494.7765	1334.3544	2789.9983	NA	NA	NA	NA	NA	NA
P46940 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P46976	NA	NA	NA	15541.634	11881.33	17042.445	15276.826	18663.256	13434.146	16342.008	13650.526	15759.79
P46976 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P48556	NA	NA	NA	3934.1062	6674.8477	9742.168	NA	NA	NA	NA	NA	NA
P48556 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P48637	NA	NA	NA	6092.452	5319.479	11510.016	NA	NA	NA	NA	NA	NA
P48637 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P49257	NA	NA	NA	4859.739	5048.0117	5338.917	NA	NA	NA	4630.029	4597.549	4581.0522
P49257 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P49321	NA	NA	NA	1790.7509	3325.6357	5351.8936	NA	NA	NA	NA	NA	NA
P49321 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P49756	NA	NA	NA	2802.624	1374.9688	2165.1567	NA	NA	NA	NA	NA	NA
P49756 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P50440	NA	NA	NA	7005.623	5985.64	12193.524	4343.635	5318.218	12465.736	16101.343	2536.0225	8226.6455
P50440 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P51114	NA	NA	NA	6221.3354	4304.8223	6393.7036	NA	NA	NA	NA	NA	NA
P51114 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P52209	NA	NA	NA	18609.941	18538.18	33505.312	5564.575	6076.7764	9757.176	NA	NA	NA
P52209 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P52788	NA	NA	NA	1630.0308	817.3908	1297.166	NA	NA	NA	NA	NA	NA
P52788 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P53618	NA	NA	NA	4680.95	4744.204	8045.2627	NA	NA	NA	NA	NA	NA
P53618 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P53992	NA	NA	NA	4603.549	4379.4834	6496.37	NA	NA	NA	5423.998	4157.3545	6235.244
P53992 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P54289	NA	NA	NA	4058.9458	3280.3252	5788.462	768.7141	877.461	1867.6696	3449.2065	1855.9856	3041.5627
P54289 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P55010	NA	NA	NA	2703.4797	1656.7877	3840.186	NA	NA	NA	NA	NA	NA
P55010 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P55884	NA	NA	NA	2079.6628	1298.1234	1744.5791	2433.7898	3416.1973	3842.624	4768.324	3776.29	3599.1672
P55884 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P56556	NA	NA	NA	7332.366	6836.9834	8026.958	9882.455	12381.668	7635.0566	16611.805	10850.1455	13662.081
P56556 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P60866	NA	NA	NA	4622.547	4322.0073	8161.074	NA	NA	NA	NA	NA	NA
P60866 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P61020	NA	NA	NA	1793.5962	1610.9716	3661.4277	NA	NA	NA	NA	NA	NA
P61020 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P61081	NA	NA	NA	7354.41	3842.8577	7096.736	NA	NA	NA	NA	NA	NA
P61081 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P61221	NA	NA	NA	281.1145	372.8012	272.49866	NA	NA	NA	NA	NA	NA
P61221 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P61923	NA	NA	NA	5292.878	3826.2207	7317.037	NA	NA	NA	NA	NA	NA
P61923 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62140	NA	NA	NA	NA	3453.2356	6280.1196	9114.916	11545.151	11246.582	4795.971	3946.3362	4971.9746
P62140 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62191	NA	NA	NA	9075.381	8740.277	12930.976	NA	NA	NA	NA	NA	NA
P62191 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62269	NA	NA	NA	20527.887	14126.602	20841.275	9587.123	11392.856	7221.96	9880.063	7475.976	9739.423
P62269 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62310	NA	NA	NA	1373.686	1253.2727	1886.7255	NA	NA	NA	NA	NA	NA
P62310 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62847	NA	NA	NA	27159.37	22980.686	40308.6	NA	NA	NA	NA	NA	NA
P62847 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P62857	NA	NA	NA	27368.807	19992.275	25885.59	21632.582	24820.87	21393.988	25714.639	16676.398	21156.504
P62857 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P63313	NA	NA	NA	4145.9014	2873.628	5374.869	19678.42	18278.627	18448.162	18321.11	14892.558	16129.59
P63313 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P63316	NA	NA	NA	165176.03	104899.375	181809.17	NA	NA	NA	NA	NA	NA
P63316 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P67936	NA	NA	NA	412.61337	1007.34625	775.0241	NA	NA	NA	NA	NA	NA
P67936 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P68036	NA	NA	NA	13468.545	12229.012	18993.9	11195.721	11194.657	14285.21	NA	NA	NA
P68036 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P68133	NA	NA	NA	4106.745	889.6677	12758.829	NA	NA	NA	NA	NA	NA
P68133 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P68366	NA	NA	NA	244.9563	517.8754	871.5828	NA	NA	NA	NA	NA	NA
P68366 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P68402	NA	NA	NA	22202.688	20451.951	26513.238	4169.403	5732.0537	4549.2437	7247.109	4763.5864	7379.6816
P68402 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P78357	NA	NA	NA	1796.5272	1323.8301	3869.2524	NA	NA	NA	NA	NA	NA
P78357 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P83881	NA	NA	NA	2348.4648	1831.0288	3449.7207	8228.537	9681.355	7767.1074	NA	NA	NA
P83881 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
P84085	NA	NA	NA	646.3452	573.0971	987.88245	NA	NA	NA	696.91223	653.3379	668.66846
P84085 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q00577	NA	NA	NA	2282.8777	1954.4965	3176.1753	NA	NA	NA	2569.4253	2231.9812	2304.0032
Q00577 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02539	NA	NA	NA	3480.5078	2252.0261	5245.259	2028.715	2292.771	1272.0116	3009.4912	2385.232	3615.5908
Q02539 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02750	NA	NA	NA	3013.9404	2013.2898	3291.8018	NA	NA	NA	NA	NA	NA
Q02750 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02809	NA	NA	NA	3663.9414	3768.0754	7408.94	147.45525	122.49546	1993.9868	5637.089	3463.7908	3729.588
Q02809 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q02818	NA	NA	NA	2673.2773	2452.2646	3516.1416	NA	NA	NA	3273.3696	2096.924	3075.1318
Q02818 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q04828	NA	NA	NA	5047.88	8288.225	6834.1357	7677.0703	7787.829	5475.86	NA	NA	NA
Q04828 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q05519	NA	NA	NA	5871.5386	4397.7188	8504.685	NA	NA	NA	NA	NA	NA
Q05519 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q05682	NA	NA	NA	2228.2588	1718.4038	2514.641	NA	NA	NA	NA	NA	NA
Q05682 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q07021	NA	NA	NA	6202.589	3306.092	8226.372	NA	NA	NA	NA	NA	NA
Q07021 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q12765	NA	NA	NA	3138.6025	2896.7188	4811.514	NA	NA	NA	NA	NA	NA
Q12765 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q12907	NA	NA	NA	2097.56	1718.5034	3479.234	NA	NA	NA	NA	NA	NA
Q12907 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q13435	NA	NA	NA	5269.2773	4867.493	9407.449	3781.5876	3482.2664	5786.9077	NA	NA	NA
Q13435 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q14108	NA	NA	NA	2725.9744	6386.298	9690.595	NA	NA	NA	NA	NA	NA
Q14108 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15046	NA	NA	NA	924.05396	1120.3597	1326.5118	NA	NA	NA	NA	NA	NA
Q15046 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15056	NA	NA	NA	38712.223	32360.928	41787.836	NA	NA	NA	NA	NA	NA
Q15056 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15102	NA	NA	NA	5435.571	5280.7236	7851.6387	NA	NA	NA	9698.141	5354.5923	11389.251
Q15102 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15118	NA	NA	NA	8204.083	5271.0674	8420.502	NA	NA	NA	NA	NA	NA
Q15118 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15274	NA	NA	NA	2079.1929	2221.5825	2673.292	NA	NA	NA	NA	NA	NA
Q15274 TRC values	0	0	0	0	0	0	0	0	0	0	0	0
Q15435	NA	NA	NA	2675.9534	826.7408	3213.2275	NA	NA	NA	NA	NA	NA
